sku,weight (kg),depth (cm), length (cm),width (cm),height (cm)
GLO-MS-OW-RF-FORGE,0.055,12.8,2,6.6,3.8
GLO-MS-OW-BL-FORGE,0.055,12.8,2,6.6,3.8
ET40AA-001C1B0-A6,0.485,1.1400000000000001,,21.39,13.48
STND-ET4X-10POS1-01,,,,,Yes
ET40AB-001C1B0-A6,0.69,1.1400000000000001,,25.79,16.29
ET45CB-1H1C1B0-A6,0.69,1.1400000000000001,,25.79,16.29
SM-G990BLGFEUA,0.177,0.79,,7.45,15.569999999999999
SM-G990BZWWEUA,0.177,0.79,,7.45,15.569999999999999
920-011060,3.67,39.4,41.2,19.4,16
SM-G990BZAWEUA,0.177,0.79,,7.45,15.569999999999999
SM-G990BLVWEUA,0.177,0.79,,7.45,15.569999999999999
SM-G990BZWFEUA,0.177,0.79,,7.45,15.569999999999999
SM-G990BLVFEUA,0.177,0.79,,7.45,15.569999999999999
SM-G990BLGWEUA,0.177,0.79,,7.45,15.569999999999999
4858C005,0.2,15,4.43,15,10
ET45CB-101D1B0-A6,0.69,1.1400000000000001,,25.79,16.29
ET45CA-101D1B0-A6,0.485,1.1400000000000001,,21.39,13.48
P38995-B21B,,10.16,,32.38,19.05
39225,4.5,19.5,1.4,36.5,48
920-011055,3.67,39.4,41.2,19.4,16
66F0GACBUK,7.99,5.5,1.8,55.73,32.910000000000004
H1AX00000231,0.085,2,,20.8,3
SM-A136BZKUEUB,0.266,3,,8.08,16.85
82U9006EUK,0.9727,20.6,,30.1,1.48
100-98230000-60,0.1,17.64,1.2,10.64,3.25
HZ08,0.9,24,,29,50
LG-ANTI-STATIC-MAT,0.9,9,29,61.5,9
63A5GAT6UK,8.9,4.4399999999999995,,53.98,32.589999999999996
SECTBLTPOS2,2.4,25,37,52.5,35
SM-ANTI-STATIC-MAT,0.238,9,29.5,31.5,9
I34,0.0119,1,,2.7,6
43349,0.78,12,,20,7
43358,0.1,19.4,,17.4,1.2
43336,0.06,19.4,,17.4,0.85
38344,1.1,22,,29,7.5
38343,1.29,7,,26.5,21
38337,0.25,4.4,,9,1.4
43354,0.09,17.4,100,19.4,1.4
28MQ780-B.AEK,13.2,4.49,1.5,48.15,54.95
LS25BG400EUXXU,6.3,8.540000000000001,1.5,55.85,34.11
LS27BG400EUXXU,7,8.540000000000001,1.5,61.470000000000006,37.660000000000004
MB-Camera-6X,,8.17,,,11.8
WH1000XM5S.CE7,0.25,,1.2,,
FZ-G2AZ01ZB4,1.19,2.35,,27.9,18.8
FZ-55FZ0A3M4,,27.2,,34.5,3.28
FZ-G2AZ00BM4,1.19,2.35,,27.9,18.8
FZ-55FZ0BEM4,,27.2,,34.5,3.28
AEM105GL,0.5,12.3,,12.3,4.3
920-011027,4.96,53.1,54.1,19.8,22.1
UM.SE1EE.S06,9.52,17.2,,119.8,37.5
2200-69390-101,0.737,8.1,2.7,44.5,6.8
MON-PRIVACY-SCREEN-K,0.026,11,26,36,26
14205-41,,,,3.3,
14205-21,,,,3.3,
40AY0090SA,0.955,15.8,,21,7.5
14205-11,,,,3.3,
9553-475-111,0.057,,,,
14205-31,,,,3.3,
6A2N7EA#ABU,2.34,48.3,,6.9,30.5
WPP30,0.075,3.8,,22,1.6
WFLS900NB.CE7,0.038,8.5,,6.7,9.1
XNO-C8083R,2.2,,4.4,9.34,9.34
TC58B1-3T1K6E2A8A-A6,0.293,1.6800000000000002,,7.7299999999999995,16.48
TC58B1-3T1K4B1080-A6,0.293,1.6800000000000002,,7.7299999999999995,16.48
XNO-C7083R,2.2,,2.8,9.34,9.34
QNP-6320HS,5.4,,,,29.919999999999998
TC58B1-3T1K6B1080-A6,0.293,1.6800000000000002,,7.7299999999999995,16.48
TC58B1-3T1E4B1080-A6,0.293,1.6800000000000002,,7.7299999999999995,16.48
TC5301-0T1K6E200A-A6,0.293,1.6800000000000002,,7.7299999999999995,16.48
PRO MP341CQ,10.3,10.68,,80.92999999999999,36.58
VPC12-WPO-16,1.1,19.6,,25.4,7.7
PCPE-INFG2MB,0.07,,17.1,0.3,1.9
4R009AA#ABB,410.6,15.6,,4.7,53.7
6CR71AA,0.07,5.3,,13.9,19.7
136-43,0.14,1.8,,7.2,16.2
VX2418C,3.1,20.869999999999997,,53.98,42.79
MR.JV311.001,0.46,11.5,,11.5,3.63
5L539ES#ABU,3.4,23.5,,49.8,13.2
3B4Q5AA,0.0782,11,,13.5,4.8
SP.7AZR1GR01,0.3,12,,34.5,25.5
4X81H95633,0.09,8,,20,3
ICDTX660.CE7,0.029,0.74,,2,10.2
4L1/8007X2,0.098,23,22.5,22.5,18
55028894,0.246,15.8,,9,7
82R1005FUK,1.6,23.6,,36.019999999999996,1.7899999999999998
DN-95424,0.473333,5.3,,23.4,5.1
FZ-G2AZ021ME,1.19,2.35,,27.9,18.8
FZ-G2AZ004ME,1.19,2.35,,27.9,18.8
MK2A3UA/A,0.239,,,,
MR.JV611.007,2.6,22.5,,32.2,9.1
40Z29AA#ABU,8.52,4.7,,61.279999999999994,39.660000000000004
50P638K,0.4,12.7,167,92.4,80
43P638K,0.02,12.8,144,84.4,80
2200-69390-102,0.737,8.1,2.7,44.5,6.8
SPB-VAN85W,0.38,,,,9.2
55028467,0.326,12.2,,12.2,8
CAB-548,,,2,,
TC5301-0T1K7B1000-A6,0.293,1.6800000000000002,,7.7299999999999995,16.48
PD9630-DC,0.318,14,630,7.9,19
BRKT-33,1,11,,26.5,11.5
TC5301-0T1K6B1000-A6,0.293,1.6800000000000002,,7.7299999999999995,16.48
TC5301-0T1K4B1000-A6,0.293,1.6800000000000002,,7.7299999999999995,16.48
7599-842-199,0.177,6.45,,15.5,18.45
CAB-553,,,2.4,,
CAB-549,,,2.4,,
GX20L23045,0.19,9.3,,4,2.85
7599-848-199,0.177,6.45,,15.5,18.45
WIC100C.CE7,0.02,,,,
WFL900W.CE7,0.16,5.5,,8.8,8.9
MHCV13.CEK,10,65.3,,36.8,40.7
PNM-9022V,3.2,,0.27999999999999997,,16.5
VX3218-PC-MHDJ,7.4,9.3,,70.9,41.9
VX2718-PC-MHDJ,6.3,7.5,,61.1,36.3
VX2718-2KPC-MHDJ,6.3,7.5,,61.1,36.3
DELL-PN7522W,0.0155,1.02,,1.02,15.5
DN-95425,0.473333,6.2,,23.4,5.1
30E000TXUK,24,45.5,,16.5,44.6
GLO-MS-I-MW,0.069,12.8,2,7.4,4.2
GLO-MS-I-MB,0.069,12.8,2,7.4,4.2
SBV-160BW,0.36,,,,4
63A1GAT1UK,7,20.45,,0.2,53.529999999999994
11T8000JUK,5.3,29.8,,9.3,34
11SE002UUK,5.5,39.5,,24.5,53
21DL000BUK,1.7,23.5,,35.7,1.89
21DK000AUK,1.4,21.8,,32.3,1.7899999999999998
ZAAG0009GB,0.46,15.86,,23.98,0.85
30E000TWUK,24,45.5,,16.5,44.6
21BB0026UK,1.31,21.7,,30.5,1.7100000000000002
6593-833-309,0.2821,17.6,,5.1,20.6
63A3GAT1UK,10.1,5,1.8,61.36,36.35
21DK0005UK,1.4,21.8,,32.3,1.7899999999999998
FZ-55DZ0B3M4,2.08,27.2,,34.5,3.28
11U5000GUK,1.25,18.29,,17.9,3.65
11T3002RUK,1.25,26.8,,49,14.1
FZ-55EZ0DJM4,2.22,27.2,,34.5,3.28
SM-P619NZAABTU,0.465,0.7,,24.45,15.430000000000001
SM-P619NZBABTU,0.465,0.7,,24.45,15.430000000000001
SM-P613NZAABTU,0.465,0.7,,24.45,15.430000000000001
4P4F5AU#ABU,1.12,,1.8,,
356D5AA#ABB,3.2,3.4200000000000004,,60.79,35.6
34Y22AA#ABB,2.5,3.4,,53.58,31.560000000000002
SU-CLIP15.01,,,,30,20
800604901,4.1,15.1,39,26.5,32.5
EGG-XST-WHT,0.475,,2,,22.15
EGG-XST-BLK,0.475,,2,,22.15
HP.EXPBG.009,,12.6,,9,7.3
MDREX110APB,0.003,,1.2,,
HRX-434,1.5,20.869999999999997,,30,4.7
SBP-300KMW1,0.77,18.3,,28,15.9
CP965-TEAMS,7.96,39.8,55.2,39.2,41
4L2/4001,8,93,29,29,94
PNM-9031RV,3.2,,,,16
HRX-835,4.6,38.480000000000004,,44,8.8
TBB635GL,0.63,17.5,,30,50
LGI-00023,1.54,22.4,,33.95,1.47
LG8-00004,1.54,22.4,,33.95,1.47
SM-X806BIDAEUB,0.572,0.5700000000000001,,28.5,18.5
LH8-00012,1.54,22.4,,33.95,1.47
960-001363,0.956,13.6,33.3,14.6,15.2
910-006518,0.0484,13.26,640,3.66,2.4699999999999998
LIH-00004,1.54,22.4,,33.95,1.47
LHI-00024,1.54,22.4,,33.95,1.47
LFI-00024,1.54,22.4,,33.95,1.47
SM-X706BIDBEUB,0.507,0.63,,25.380000000000003,16.53
DA-20162,0.06,12,,8,5
DA-10071,0.25,4.5,1.2,8,15
DA-20161,0.062200000000000005,12,,8,0.558
DA-10082,0.22,2,1,11,28.5
DA-10061,0.083,3.5,,7,15
DN-18604,0.8,18.5,11,20.5,12.5
02345-001,0.38,,6.3,,
DA-70894,0.241667,22,,10,12
DA-10080,0.0768,1.6,1,11,16.5
WFL900H.CE7,0.16,5.5,,8.8,8.9
4XD1C99221,0.657,8.5,1.3,22.5,25
HCD-7070RA,0.32,,,,9.85
3S850B,4.3,8.5,1.5,33.5,17
3S700B,4,8.6,1.5,33.5,17
134-36,0.3,10,1.5,12,22
3S550B,3.2,8.6,1.5,32.5,14
SBC-140C,0.165,14.709999999999999,,15.26,6.15
HCO-7070RA,0.914,,25.98,,
X2000B-4K,9.9,33.2,,45.1,10
DELL-NB1022,0.045,,,,
55M12ES#ABU,6,49.8,,19.6,34.6
EPDU1116SMBO,7.84,13,3,19.5,203
PA328QV,7,6.7299999999999995,,71.47999999999999,42.22
VA24EQSB,3.2,4.4399999999999995,,54.04,32.5
BDELTAMAXEB-US,0.2,48,,56.5,51
WS5001-0F2J3020EA6,0.07,5.9,,6.2,1.8
WS5001-0B2J3020EA6,0.07,5.9,,6.2,1.8
MM-XXLSP-WW,0.752,35,,90,
MM-SMSSP-GR,0.251,35,,41,
MM-XXLSP-GR,0.752,35,,90,
MM-XXLSP-BL,0.752,35,,90,
GX20Z46247,0.53,11.2,1.8,21.3,7.5
GLO-GMMK2-65-FOX-B,0.88,,2,,Yes
GLO-GMMK2-96-RGB-ISO-B,1.25,,2,,Yes
GLO-GMMK2-65-RGB-ISO-B,0.88,,2,,Yes
GLO-GMMK2-96-FOX-B,1.25,,2,,Yes
GLO-GMMK2-96-RGB-B,1.25,,2,,Yes
GLO-GMMK2-65-RGB-B,0.88,,2,,Yes
40B00135IT,1.2,19.5,,27,8.5
420-69,0.48,3,,17,28
420-70,0.72,6,,28,42
420-71,1.45,22.2,,15,15
TAPO P105(1-PACK),,6,,3.3,3.8
9132G2-2ALCGB11,0.295,0.885,,12.48,19.7
39245,1.52,19.5,,35.5,6
GCECEN,4.7,46.5,,24.5,11.129999999999999
38331,0.075,1.3,1.5,23.6,25.5
MS-1WRAX-BM,0.067,38.3,2,23,21.6
55028445,0.0426,4.59,,4.59,
P2723QE,9.68,5.21,1.8,61.160000000000004,36.07
960-000735,3.2,20.96,31.5,31.6,22.4
XE340XDA-KA3UK,1.45,22.56,,32.71,1.59
4L1/2000/4,15.9,,57.5,54.5,20
4L1/2000/3,15.9,,57.5,54.5,20
4L1/1210/4,9,,61,26.5,29.5
4L1/1003/4,5.59,,127,19.5,22.7
4L1/1201,7.8,8.6,48,29,22
4L1/1001/3,3.55,,67,19.5,22.7
4L1/1200,7.8,8.6,48,29,22
4L1/1003/3,5.59,,127,19.5,22.7
RNUC12WSKI50Z00,,11.2,,11.7,3.7
4L1/8003x2,0.124,23,22.5,23,17.8
4L1/1000/4,2.65,31,41,19.5,22.7
38340,1.28,7,,26.5,21
KAP11961,2.24,36,37,28.5,10.5
XG2431,8.6,4.9,,54,32.3
11T3002SUK,1.25,26.8,,49,14.1
NP641BED-KA2UK,1.5,21.380000000000003,,32.64,1.9899999999999998
MK0U3B/A,6.3,16.8,,62.3,47.8
991-000389,8.87,80.2,2,25.2,28.9
991-000423,13,100.7,2,26.4,31.4
991-000412,1.04,52.2,2.5,45.6,18.9
991-000401,5,37.3,2.5,25.2,18.9
79328,3.7,47,1,33,19.5
79327,2.9,17,1,33,41
53814,3.62,40,1,40,20
53808,2.8,17,1,32,36
53805,3.62,40,1,40,20
79326,3.7,47,1,33,19.5
69265,3.7,39.5,1,35,11
53806,2.8,17,1,32,36
53820,3.62,40,1,40,20
53817,2.8,17,1,32,36
53802,3.62,40,1,40,20
79322,3.7,47,1,33,19.5
53821,2.8,17,1,32,36
53807,2.8,17,1,32,36
53819,2.8,17,1,32,36
53812,3.62,40,1,40,20
40Z26E9#ABU,12,10.91,,80.83,38.81
EXTEND-HDMI-4K40C6P1,0.5,11.6,42,41,37
VFM-W2X2V2,0.97,2.5,,23.9,23.9
82JB000EUK,1.33,20.240000000000002,,28.96,1.9899999999999998
TAPO L900-10,0.4,14.45,500,11.95,8.35
441-48,0.32,4.8,,13.8,17.3
135-76,0.47,4.8,,13.8,17.3
910-001601,1.34,12.6,32.8,10.4,25.8
02329-001,0.8,,850,,10.7
991-000422,13,100.7,2,26.4,31.4
02330-001,0.9,,850,,10.7
02360-001,,15.2,,18.3,1.8
910-005899,0.099,11.6,24.2,16.8,13.7
S810PK,0.029,,,,
DELL-CP4523B,0.54,17,,31.5,48
910-006478,0.125,8.75,18.6,15.4,16.8
9S7-15H112-027,2.3,8.6,,49.3,30.6
20WK00LYUK,1.31,21.71,,30.580000000000002,1.8199999999999998
21AS000BUK,1.23,21.1,,29.7,1.49
40B00135DK,1.2,19.5,,27,8.5
SM-A536BZKNEUB,6.14,2.7,19.2,19.2,28
SM-A536BZKNEEB,6.14,2.7,19.2,19.2,28
DKON2167ST-WUKPDYDYYYC1,0.627,,,,Yes
19U64AA,0.09,8,,11,5
LAPTOP-STAND-SILVER,1,20.2,34,42.5,32
KITBXDOCKPUK,5.6,14,14,36,24
YHS36 Mono,0.124,6,0.9,17,19.5
YHS36 DUAL,0.17,6,0.9,17,19.5
FZ-55DZ0AVBE,,27.2,,34.5,3.28
MB16ACV,2.7,8.2,,43.3,28.3
82RN004RUK,1.63,23.65,,35.92,1.9899999999999998
010-02627-04,,4.5,,4.5,
AEH102GL,0.2,7.5,1.8,17.5,17.8
IEUEBGAIRSPRTRTEL124,0.046,3,,6,8.2
AD18Y-06-G-F,27.9,37,,85,71
AD18Y-06-B-PVC,27.9,37,,85,71
VP3881A,18.9,10.3,,89.6,39.8
VA2215-H,2,3.8,,49.2,28.2
SM-X806BZSBEUB,0.572,0.5700000000000001,,28.5,18.5
SM-X806BIDBEUB,0.572,0.5700000000000001,,28.5,18.5
VFM-F50T,130,,,,
SM-S901BIDDEUB,516,2.75,120,80,125.4
SM-X706BIDAEUB,0.507,0.63,,25.380000000000003,16.53
SM-S901BZKDEUB,516,2.75,120,80,125.4
SM-S901BZGDEUB,516,2.75,120,80,125.4
SM-S901BZKDEEB,6,2.75,18.1,18.5,29.2
SM-S901BZGGEUB,516,2.75,120,80,125.4
SM-X800NZAAEUB,0.567,0.5700000000000001,,28.5,18.5
SM-X900NZAAEUB,0.726,20.96,,32.64,0.55
SM-A336BZKGEUB,265,3,120,80,12
73811,0.184,9,,10,6
100-92310901-60,0.9,3.2,,10.6,17.5
24E1N3300A/00,7.25,4.3,,54,32.1
IP54CL001423,3.71,2,24.5,39.5,23
MO54NIBL1392,3.71,2,24.5,39.5,23
DA-90440,0.864,26.3,,27.4,3.2
100-92200901-60,0.9,3.2,,10.6,17.5
27E1N3300A/00,10.1,5.5,,61.2,36.5
53X26AA#ABB,0.107,10.7,1.5,7.2,5.32
MPB-1,0.03,,,,
DS-55513,1.1,35.7,,15.3,8.5
DA-90428,3.86,34.9,4.55,44,34.9
DA-90426,6.47,25.5,57.5,56,11
DS-45337,0.2235,10.5,,14.6,2.7
DA-90446,11.8,27.1,,74,13.8
DA-90427,10.2,35.5,15,64.5,12
DA-90425,2.33,29.7,47.5,41,8
DA-90445,8.32,56,,75.5,4.5
DA-90439,0.51,5,,9.7,15.5
DA-90444,3.5,38.2,25.5,45.2,40
DS-55509,1.09,16.4,,30.9,6.7299999999999995
DS-55507,0.0675,13.5,,18.5,7.5
DA-90441,0.9,14.5,30.5,51.5,5.5
DA-90429,1.5,26.2,0.6,29.5,5.7
Q4Q-00006,0.25,2.5,1.7,9,5
VT168HR,2.93,4.4,,37.78,23.59
B-ERGO-MOUSE-PAD,0.315,19,21,31,51.5
24M1N3200ZA/00,5.73,4.3,,54,32.1
9SR37A6#ABU,0.413,11.09,,42.62,1.67
BB-02-B-X,0.138,3.2600000000000002,,25.76,9.39
INC007VFBK,0.35,25,1,8.22,3.45
910-006348,0.1154,8.42,27.2,17.7,15.6
1711C013,0.31,,,,
DELL-PN5122W,0.014199999999999999,0.95,,0.95,14
MR.JTG11.002,2.8,240,,313,113.7
20433,0.12,25.5,1.95,23.6,14
20432,0.12,25.5,1.95,23.6,14
PX703HDH,3.78,22.2,12,31.2,10.8
QND-7082R,0.32,,3.2,,9.879999999999999
FP21Z4JI16MX,1.52,20.7,,31.4,2.5
2AE25B,0.145,,1.2,,
DA-71546,0.405,12.6,,13.7,5.7
DA-71545,0.4,12.6,,13.7,5.7
MDREX110APW,0.003,,1.2,,
1308029,,,0.9,,
EP-T4510XBEGGB,0.1285,2.8,1.8,4.9,7.859999999999999
IEUEBGAIRSPRTRBLK124,0.09,3.4299999999999997,,7.7700000000000005,11.5
20442,0.1,11,0.8,5.7,2.3
18641,0.085,5.3,,11.8,1.8
H5D-00003,0.0953,4.59,1.829,2.4,5.58
NX.K6KEK.001,2.46,45.7,,6.5,28.8
20UN00DYUK,0.907,20.77,,29.28,1.67
E2222H,4.14,4.96,,50.43,29.54
90MP02A0-BCEA00,0.81,,,,
010-02541-01,0.096,5.1,,5.1,
981-000919,2.25,23.2,33.1,24.3,20.2
LDH-00016,2.6,5.5,,29.1,39.5
LBC-00029,2.6,5.5,,29.1,39.5
LF1-00031,2.6,5.5,,29.1,39.5
LBJ-00029,2.6,5.5,,29.1,39.5
LB5-00004,2.6,5.5,,29.1,39.5
LB4-00004,2.6,5.5,,29.1,39.5
LF1-00029,2.6,5.5,,29.1,39.5
LE1-00008,2.6,5.5,,29.1,39.5
LB7-00027,2.6,5.5,,29.1,39.5
2D804AA,0.26,11.2,,10.5,5
14V32AA,0.21,23.8,,35.2,3.3
D-M910Q-MU-T003,1.32,18.29,,17.9,3.45
7MT84AA,0.84,14,,30,51
OS3-XXXX002-000,1.59,11,3,27,11
SBP-301HMW3,0.27,,,,5.5
QNV-7012R,0.51,,0.27999999999999997,,9.17
QNV-7022R,0.51,,0.4,,9.17
XNV-C7083R,1.45,16,2.8,16,11.8
GCMCEM,1.2,16,,18,7.25
GMPFXS,,22.46,,14.330000000000002,0.024
GMPSXS,,0.9,,10.870000000000001,
SM-X205NZAEEUE,0.508,16.19,,24.68,0.6900000000000001
43N04AA#ABB,0.054200000000000005,7.8,,12.9,4.7
90MP02F0-BMUA00,0.062,4.85,,10.15,15.3
DM4240SEUZ,4.8,18.7,,68.5,42
WS-EUK02,,8.6,,8.58,3.75
429-KS38,0.315,8.8,,8.8,2.1
426-5710,0.75,24,,30.5,
935-PD16W,0.5,17.5,,13.5,11
935-PD16,,17.5,1.25,13,11
459-3020,,48,,64,
2008857,,14,,10.8,
2008856,,14,,10.8,
2008859,,14,,10.8,
SPSC-SZ1211G.11,,12,,160,10
SPCW-CZFH221.11,,,2,,
ABCCS-002,0.087,6,,20,12.5
SPMC-MZ1C127.11,,,1.8,,
SPMC-MZ1C227.11,,,1.8,,
65HFL6214U/12,23.7,8.3,,145.1,83.6
50HFL6214U/12,13.2,7.9,,111.6,64.5
75HFL6214U/12,32.3,8.3,,167,96
58HFL6214U/12,17.4,8,,129,75
55HFL5214U/12,13.1,24.5,,122.8,74.3
4P4F8AA,0.087,5.9,1.8,11.9,17.9
ST10711E-B,0.522,22.8,33.8,22.8,0.7
ST354120,0.463,12,,46,3.5
ST10711E,0.522,22.8,33.8,22.8,0.7
960-000736,3.51,20.96,31.5,31.6,22.4
27M1N3200ZA/00,9.96,5.5,,61.2,36.5
32M1N5800A/00,15.4,6,,71.5,42
VE1843,0.64,15.09,,17.15,3
43BDL3117P/00,13.9,7.68,,97.3,56.120000000000005
03X6777,0.309,9.1,,4.8,13.5
50BFL2214/12,11.3,7.8,,111.2,64.7
S2722DGM,4.24,9.629999999999999,1.8,60.839999999999996,36.410000000000004
DELL-S2421HN,3.3,5.38,,53.779999999999994,32.260000000000005
INC006VFSGY,,7.32,,20,3.3899999999999997
420-66,0.39,3.1,0.3,11.1,20.2
EP-P5400TBEGGB,0.034,22.880000000000003,1,10.7,3.94
EP-P2400TBEGGB,0.1,1.83,,9.1,9.1
235N8AA,0.16,9.5,,15.5,3.7
20416,0.21,13.5,0.29,7.8,1.5
1308081,0.18,5.85,1.2,21.9,18.65
66D0KAC2EU,8.4,4.32,,61.25,36.769999999999996
1308045,0.11,5.85,1.2,21.9,18.65
VC882-AT-E,0.97,23.9,,5.9,16
Z9N41AA#ABU,0.83,14.1,,43.3,1.1800000000000002
240J6AA,0.06,7.8,1,12.9,4.7
GLO-CBL-COIL-GG,,,1.37,,
CK65-L0N-ELC212E,0.498,8.3,,22.7,4.2
CK65-L0N-ELC210E,0.498,8.3,,22.7,4.2
CK65-L0N-BLC210E,0.498,8.3,,22.7,4.2
GLO-CBL-COIL-EB,,,1.37,,
GLO-ACC-P75-RK-P,,,,,1.45
GLO-CBL-COIL-PP,,,1.37,,
GLO-CBL-COIL-COBALT,,,1.37,,
E482746,7.75,28.5,,46.3,44.8
TC26BK-21A442-A6,0.236,1.3699999999999999,,7.9,15.8
CK65-L0N-DLC210E,0.498,8.3,,22.7,4.2
GLO-CBL-COIL-FG,,,1.37,,
GLO-ACC-P75-RK-NB,,,,,1.45
910-006274,0.1012,8.42,27.2,17.7,15.6
RSL10-LSV2W1W4S0X0X0,1.3,2.2,,19.52,28.080000000000002
GP-UD850GM,,14,60,15,8.6
C31C151385,5.6,29.8,,25.1,19.5
VCC-100-XL,8.4,7.6,39.5,39.5,20
1EDU-AE36GR-EEN,0.121,,,,
220491-01,0.094,27.939999999999998,,20.32,2.54
8XB-00009,0.28,22.61,,28.910000000000004,0.489
4L1/8007,0.61,7,22.6,15.5,15.7
4L1/8048,0.694,7,22.6,15.5,15.7
SM-X200NZSAEUB,0.508,16.19,,24.68,0.6900000000000001
TC520L-1HCMH7T-A6,0.26,15.9,,7.55,1.86
40Z26E9#ABB,12,10.91,,80.83,38.81
QNO-7082R,0.9,,25.98,,
XRN-420S,1.06,20.84,,30,4.71
XNF-9010RS,2.98,,0.10800000000000001,,7.209999999999999
QND-7012R,0.255,,0.27999999999999997,,8.6
F4COVR-1GR-WW1,0.0158,0.35,,7.4,16.06
F4COVR-1DG-WW1,0.0158,0.35,,7.4,16.06
DONN11G,8,14.9,40,23,20.5
11T0003JUK,4.5,30.8,,10,27.48
11LV005JUK,1.25,18.29,,17.9,3.65
11HF0052UK,3.05,29.1,,10,27
78714-101,0.072,,,,
BNUC11TNHI70Z02,,11.2,,11.7,5.4
ORAZIO02DE,9.74,7,37.5,57,48.5
SM-X200NZSAEUA,0.508,16.19,,24.68,0.6900000000000001
SM-X205NIDEEUA,0.508,16.19,,24.68,0.6900000000000001
SM-X200NZAEEUA,0.508,16.19,,24.68,0.6900000000000001
SM-X200NZAAEUA,0.508,16.19,,24.68,0.6900000000000001
500S6AA,0.79,47,,32,14
500S8AA,0.54,27,,38,5.2
500S7AA,0.66,29,,39,6.5
40Z32AA#ABB,7.39,4.7,,53.94,35.56
126-36,0.32,12,,19,25
126-35,0.78,7,,40.6,7.3
630-13,0.15,17,,16,27
420-63,0.85,3,30,12.3,20.7
126-34,0.2,9,1.2,19,25
630-14,0.15,15,1.5,15,24
SM-X200NZAAEUB,0.508,16.19,,24.68,0.6900000000000001
243S1/00,8.46,5.1,,54,32.3
910-006254,0.1014,12.55,37.4,10.5,25.8
TC520L-1HCMH7P-A6,0.26,15.9,,7.55,1.86
4C9Q2AA#ABB,0.11,4.5,0.18,6.7,6.57
391R4AA,0.08,13.9,,19.8,5.3
QNV-7082R,0.71,,0.32,,10.61
BPB012BTBK,,,0.15,,
BPB012BTBL,,,0.15,,
SPK7507B/00,0.097,11.7,,7.5,3.9
SPK7307B/00,0.083,11,,6.5,3.5
SPK7607B/00,0.097,11.7,,7.5,3.9
DB61I-W-D4,,2.3,0.2,4.5,11
LS32AG320NUXXU,9.1,9.370000000000001,,71.92,43.480000000000004
LS27AG320NUXXU,7.2,9.24,,61.82000000000001,37.69
LS24AG320NUXXU,6.6,9.2,,54.4,33.33
8WX-00003,0.778,5.15,11.2,19.8,9.8
KAP30417,,,,,0.033
KAP30415,,,,,0.033
19HFL5214W/12,3.8,32.6,,46.9,3.9
RTL10C1-3C11X1X,1.4,2.2,,28.080000000000002,25.59
RTL10C0-0C12X1X,1.4,2.2,,28.080000000000002,25.59
RTL10C0-0A11X1P,1.3,2.2,,28.080000000000002,19.52
RTL10C0-0A22X1X,1.3,2.2,,28.080000000000002,19.52
RTL10C1-3A11X1X,1.3,2.2,,28.080000000000002,19.52
RTL10C0-0A11X0X,1.3,2.2,,28.080000000000002,19.52
LFH0234/10,0.1,13,3,22.6,2.5
QNP-6250R,3.1,,4.44,,29.330000000000002
HEX31WPB-TX,2.8,8.6,,14.6,0.6
CP935W,,28.52,,28.860000000000003,6.39
471D2AA,0.13,29.2,,22.5,2
3L1F0AA#ABB,0.84,22,,45.6,4.4
3L1E7AA#ABB,0.685,14.62,,44,2.7600000000000002
KF8-00005,1.11,19.31,,28.369999999999997,1.7899999999999998
986-000020,2.74,24.75,1.7,22.7,16.9
920-010597,2.93,31.5,32.4,16.14,15.540000000000001
EBP-1613I,16.1,47,,21,7.7
920-010607,2.93,31.5,32.4,16.14,15.540000000000001
920-010605,2.93,31.5,32.4,16.14,15.540000000000001
AWU100005GL,0.36,26,,6.2,2.7
8XB-00007,4.18,1.77,33.4,10.2,28.1
SM-G990BZWDEUA,0.177,0.79,,7.45,15.569999999999999
90YH0391-B3UA00,0.295,,,,
WRS-R02,,1.25,,8.6,8.58
02225-001,2.1,,6.2,,12.4
520-38,0.275,0.3,,24,29
520-37,0.275,0.3,,24,29
420-65,0.3,3,,11,21.5
126-33,0.042,2,,9,12.5
520-39,0.485,14.5,,57.5,3.5
450-12,0.1,2.1,0.3,8.1,16.2
VP3256-4K,15.3,6.6,,71.5,42.3
I8X-00002,0.0482,11.11,,11.11,1.6
W9PD7JF01VZ1,7.8,31.8,0.37,38.3,11.1
GLO-MS-DMW-MW,0.067,12,2,6.6,4
GLO-MS-OMW-MW,0.065,12,2,6.3,3.5
GLO-MS-DMW-MB,0.067,12,2,6.6,4
FPPNEUSTND,3.6,24,27.5,43.5,11.2
E12W,,2.3,,7,14.6
LS24A336NHUXXU,4.5,3.04,,55.089999999999996,33.230000000000004
S10-43G0080-EC4,0.405,10.5,2,15.6,6.25
UH3239-AT,1.6,12.5,0.55,27,22
UVC34,1.28,5.5,,38,5.5
UVC86,3.27,15.6,7,21,15.6
126-30,0.2,9,2.1,18,24
126-32,0.1,3,,10,20
RB-02-4GANGSWD,,,2,,
866724-0200,0.757,6.6,,15.569999999999999,22.22
RS51B0-TBLMWR,0.07,2.1,655,2.8,6.1
RS51B0-LBLMWR,0.07,2.1,610,2.8,6.1
NTBKBAG173,1.5,33.5,75,36.5,50
RS51B0-TBRMWR,0.07,2.1,655,2.8,6.1
RS51B0-LBRSWR,0.07,2.1,610,2.8,6.1
