sku,weight (kg),depth (cm),width (cm),height (cm)
1308020,,6,17,19.5
1308010,,6,17,19.5
1308009,,18.1,20.1,11.2
1308008,,25.5,20.4,13.5
1308007,,25.5,20.4,13.5
1308006,,20.3,26,11.2
1308005,,20.3,26,11.2
1308004,,18.1,20.1,11.2
1304026,,8.2,19,4.8
12U80003UK,7.6,39.5,19.5,53
12SD0008UK,9.55,22.9,67,55.3
12SB0010UK,10.9,22.9,76.6,57
12SB0004UK,10.9,22.9,76.6,57
12NBGAT1UK,9.5,18.7,62,42
12NBGAT1EU,9.5,18.7,62,42
12NAGAT1EU,9.5,18.7,62,42
12N8GAT1UK,8.1,17.6,56.8,42.2
12K00017UK,10.7,26.4,65.8,57
126-38,0.14,6,12,14
126-12,0.18,4,16,20
1208709,,7.93,13.45,4.5
1208654,,11,28.8,6.5
1208652,,7.93,13.45,4.5
1208651,,7.93,13.45,4.5
1208629,,9.6,27.4,26.1
1208621,,5.3,19.4,20.7
1208601,3.9,5.3,19.4,20.7
116U-USBC-DOCK,1.1,25,20.5,5
116R00015,0.7,53.9,12.6,11.4
115X955K,171.4,179.3,283,28.5
112AU301-A72,5.34,22,27.6,62.4
1110C-MOBILE-TV-CART,41.6,56.5,118.6,22.5
110C253NL0,28,57.1,59.6,45.9
110C243NL0,28,57.1,59.6,45.9
110C233NL0,33,57.1,59.6,59.9
110C223NL0,33,57.1,59.6,59.9
110C153NL0,18,50,51.6,40
110C143NL0,24,54.1,55.5,57.2
110C0Y3NL0,18.5,49.4,54.9,42
110C0W3NL0,20,49.4,54.9,43.8
110C0T3NL0,20,51.7,54.9,45.5
110C0H3NL0,28,57.1,59.6,45.9
110C0G3NL0,28,57.1,59.6,45.9
110C0C3NL0,27,56.7,59.2,46
1102YJ3NL0,40,56.7,70.2,56.1
1102Y43NL0,26,54.2,58.1,46
1102S03NL0,25,55.5,54.1,57.2
10G2A1C25EPD-USB-HUB,0.13,14.2,17,3
10F-DP-HDMI-4K60-HDR,0.15,20,17,1
108R00971,1.32,43.18,15.87,13.97
106R03897,0.28,9.4,20.32,10.16
106R02321,0.8,15,35,24
10312,0.07,,,
10000836001,,58,57,63
100-99160901-99,,3.5,11.2,11.3
1-040083-900,0.3,11.5,23,6
28C02A#BHC,10.7,28.4,48.4,41
28B75A#BHC,10.7,28.4,48.4,41
242Q0B#629,10.1,30.3,57,46.4
1PV65A#B19,29.2,59.2,73.5,61.3
110C0D3NL0,33,57.1,59.6,59.9
GV-N5090AORUSM ICE-32GD,3,45.3,24.5,16
90LM0A50-B01370,13.5,23.8,86.8,51.4
V812-023R,0.53,,,
V532-019R,1.71,,,
GV-N5060WF2OC-8GD,0.81,29.5,21.05,5
GV-N506TWF2OC-8GD,0.85,29.5,21.05,5
GV-N506TAERO OC-8GD,1.29,35.4,18.25,7.5
GV-R9070GAMING OC-16GD,1.88,48.8,47,8.5
GV-R9070XTGAMING OC-16GD,1.88,48.8,47,42.5
GV-R9070XTAORUS E-16GD,2.34,49.8,25.5,46.8
GV-N507TGAMING OC-16GD,3,42.7,26.4,10.5
GV-N5090AORUS M-32GD,3,52,34.5,49
GV-N507TEAGLE OC-16GD,3,39.8,23,8.5
GV-N5090GAMING OC-32GD,3,42.7,26.4,10.5
90DC00J0-B09010,19.5,67,37,73.5
90YV0MP2-M0NA00,1.12,21.9,36.4,6.7
90YV0N12-M0NA00,1.11,22,36.8,6.8
90RC0131-M0EAY0,4,18.5,42.5,18
90YV0MP0-M0NA00,1.49,23.3,40.5,8.85
90YV0L71-M0NA00,1.75,23.3,40.5,8.85
90YV0L70-M0NA00,2.56,22.6,42,12.6
90YV0M10-M0NA00,1.67,23.3,40.5,8.85
90YV0LZ0-M0NA00,2.33,22.6,42,8.7
90YV0MF1-M0NA00,1.82,8.85,40.5,23.3
90YV0M30-M0NA00,3.01,26.6,42.59,9.9
RPC2UBL,6,,,
RTX 3050 VENTUS 2X XS WHITE 8G OC,0.77,,,
RWM07U56BL,21.1,62,64,42
RWM09U56BL,22.5,62,64,52
RWMIP66W07U66W,26.5,62,66,45
RWP07U45BL,17.5,52,64,42
RWP12U45BL,24,52,64,65
RWP16U45WH,29.5,52,64,82
RWSLMBL,8.35,50,55,18
S0718100,0.04,8.5,3.4,11.1
S0721800,0.07,9.4,5.7,14.6
S0784460,0.8,9.7,22.2,20.3
S0784470,0.8,9.7,22.2,20.3
S0841400,2.4,12,37.5,33
S0929000,3.2,34,15,29.2
S0929080,0.39,23.5,17.5,6.8
S0968950,5.3,40,25.6,28.9
S12-4300080-C54,0.36,,,
S3422DWG,14.9,95,46.81,22.5
S5G16AINDS-USB-A-HUB,1.8,36.8,27.3,9.8
SD-L2000-BL,3.65,46.4,21.4,11
SD-L2000-CH,3.67,43.6,21.6,11.2
SD-L2000-PB,3.7,44.4,11,21.6
SD-L2000-SN,3.87,43.6,21.6,11.4
SD-L2000-WH,3.67,43.8,21.4,11.2
SDDD3-256G-G46,0.02,1.17,10.16,15.24
SDM27Q10SB.CEI,11,19,72,54
SDM27U9M2B.CEI,10,22.4,71.6,53.2
SDPH34H-080T-MBAAB,,34.6,29.5,34.6
SDR2/128GB,0.01,0.56,10.16,11.43
SDR2/256GB,0.01,0.56,10.16,11.43
SDR2/32GB,0.01,0.56,10.16,11.43
SDR2/64GB,0.01,0.56,10.16,11.43
SDR2V6/128GB,0.01,0.56,10.16,11.43
SDR2V6/1TB,0.01,0.56,10.16,11.43
SDSDUNC-256G-GN6IN,0.05,8,4,6.9
SELENE01B,0.03,8.55,13,2
SFP-10GB-BX-U-STA-ST,,11.5,9,3.1
SFP10GBBXUST,0.05,11.5,9,3
SFYRDK/2000G,0.07,2.03,10.92,15.11
SFYRDK/4000G,0.07,2.03,10.92,15.11
SFYRSK/1000G,0.07,2.03,10.92,15.11
SHP2500/10,0.4,21.2,20.2,10.8
SI7160BL,0.2,32.5,15,16
SMDOS2LCLC20M,0.15,22,20,1.5
SMDOS2LCLC2M,0.02,22,20,0.3
SMLCSC-OS2-10M,0.08,22,20,0.3
SMTL2200RMI2UC,49.7,60,98,25.4
SNANOC4D-LAPTOP-LOCK,0.1,5.4,2,1.6
SNBLC4D-LAPTOP-LOCK,0.1,5.3,2,1.6
SNBLK-LAPTOP-LOCK,0.1,3.3,1.6,2.1
SNV3S/4000G,0.03,0.84,12.95,18.42
SPDIF2AA,0.37,17,12,5.8
SPSMLCLC-OS2-1M,0.01,20,22,0.1
SPSMLCLC-OS2-3M,0.02,20,22,0.2
SPSMLCLC-OS2-5M,0.03,20,22,0.2
SPSMLCSC-OS2-1M,0.01,20,22,0.1
SPSMLCSC-OS2-2M,0.02,20,22,0.2
SPSMLCSC-OS2-5M,,20,22,0.2
SRCOOLNETLX,1,17.81,16.1,10.21
SRSLS1B.CE7,0.94,9.65,9.4,20.55
SRSLS1H.CE7,0.94,9.65,9.4,20.55
SRSULT30B.CE7,3.95,16.1,35.6,17.9
SRSULT30H.CE7,3.95,16.1,35.6,17.9
SRSULT30W.CE7,1.67,11.4,28.6,15.5
SRSULT50B.CE7,1.67,11.4,28.6,15.5
SRSULT50W.CE7,1.67,11.4,28.6,15.5
SRT6KRMXLIM,,96,61,37
SRTL5KRM2UI,38.5,98.4,58.5,39.2
SS664A,3.25,18.1,60.3,15
ST-AKIC-S,0.52,36.1,22.8,0.7
ST1000SPEX2LT,0.1,17,14.2,3
ST1000SPEX2T,0.1,17,14.2,3
ST1000SPEXD4T,0.11,17,14.2,3
ST303020,0.09,7,11,4
ST994A,0.8,18.1,38.7,7.9
STHS8000800,3.3,14.3,30.2,24
STKX5000403,0.39,4.5,13.75,18.65
STKY2000401,0.23,3.75,10.6,14.6
STKY2000402,0.23,14.6,10.6,3.75
STKZ5000400,0.36,4.5,10.6,14.6
STN-WM55RXEN,41.5,20.8,165,86
STRONGHOLD WHITE,,49.5,26.5,49
SV-OC-1A-W,0,12.2,13.4,16.4
SV231DPUCA,1,23.8,18.4,8.9
SXS1000/1000G,0.06,2.41,8.25,12.32
SXS1000/2000G,0.06,2.41,8.25,12.32
SXS1000R/1000G,0.06,2.41,8.25,12.32
SXS1000R/2000G,0.06,2.41,8.25,12.32
SXS2000/1000G,0.12,4.14,11.12,15.11
SXS2000/2000G,0.12,4.14,11.12,15.11
SXS2000/4000G,0.12,4.14,11.12,15.11
SXS2000/500G,0.12,4.14,11.12,15.11
SYBTU2-PLP,0.18,81,2700,15
CNG5785VPS,0,90,76,195
CNG4692S,77,76.2,66.1,198.7
CNB3G4686DVW,75,76.2,66.1,193.2
CN9950-AT-E,1.67,32.5,9.8,21
CN9600-AT-E,1.61,32.5,9.8,21
CN9000-AT-E,1.68,32.5,9.8,21
CN621AE,0.21,2.87,24.17,7.16
CN059AE,0.05,2.8,12.1,14.5
CMG7241B1B,37.6,,,
CMA583MS0B,39.1,,,
CM8070104290716,,11.6,7,10.1
CM8070104290715,,11.6,7,10.1
CLT-M809S,0.97,13.5,54.7,14.2
CL5716MW-ATA-EE,16.2,83.3,66.8,13.5
CK1000,0.11,,,
CHDHX-131-RW,0.38,7.5,11.2,22.6
CHA24,0.8,21.5,21.5,5.5
CHA12,0.52,25,26,2
CH025A,11,,,
CH024A,16.7,,,
CH022A,6.3,,,
CH010A,10.4,,,
CGR-5ZD1W-RGB,8.1,48.8,28.7,57.3
CGR-5ZD1B-RGB,8.1,48.8,28.7,57.3
CGR-5C78W-RGB,9.29,55.5,29.1,53.5
CGR-5C78B-RGB,9.29,55.5,29.1,53.5
CGR-58M6W,16.4,60.4,34.5,59.5
CG935A,18.1,,,
CG497A,8.2,,,
CFWC624SS,50,62.5,66,88
CFWC624BL,50,62.5,66,88
CFWC604SS,51,62.5,66,88
CFWC604BL,51.5,62.5,66,88
CFWC304SS,29.9,63.5,33,85.5
CFWC304BL,30.3,62.5,33,85.5
CFG4582S,61,63,58,191
CFG4582DW,61,63,58,191
CFG4582DS,61,63,58,191
CFG4582B,61,63,58,191
CFG4552W,52,63,58,160
CFG4552S,52,63,58,160
CFD600MB,54.4,71.5,63,97.5
CFC6100MB,54.5,71.5,63,97.5
CF4586W,33.9,61.5,56.5,88.8
CF41286W,45.8,74.2,135,91
CF404A,6.7,49.7,28.4,58.3
CF358A,3.9,16.8,60.3,32.7
CF323A,1.84,16.4,39,21.4
CEP5304X,5.13,19,39.5,35.5
CEP5302B,4.55,19,39.5,35.5
CEG732XB1B,30,,,
CEG7304X,12.9,32.3,48.8,40.6
CEG7302B,11.8,49.7,33.1,41.8
CE978A,3.5,24.7,59.6,23.5
CE920-ATA-E,2.18,32.5,9.8,21
CE840-AT-E,2.98,54,13.1,23.3
CE820R-ATA-E,1.08,28.2,10,17.3
CE712A#B19,43,70.2,71.8,47.8
CE410L,0.09,10.9,38.5,12.5
CDSW-MPXP,5.7,29.6,36.6,35.2
CDP2MDPMM6B,0.05,22,1.2,0.8
CDP2MDPMM1MB,0.03,22,20,1.2
CDP2HD1MWNL,0.05,106,2,1
CDI6121,31.3,66.1,64.4,85.1
CDCW-SSXS,12.9,32.1,55.6,57.8
CDCW-SSXA,13,32.1,55.6,57.8
CDCW-CSXS,5.5,255,395,435
CD8069504439102,,11.6,4.4,10.1
CD8069504382000,0.09,11.6,4.4,10.1
CD8069504194101,0.2,13.7,4.3,11.2
CD8069504193301,0.2,13.7,4.3,11.2
CD8067303406200,0.2,13.7,4.3,11.2
CD8067303330302,0.2,13.7,4.3,11.2
CCG60BL,12.5,36.5,66.5,40.5
CC-01-W-S,0.25,5.7,,21.6
CBMMCTTOOL,0.62,13.2,21.5,4.6
CB389A,,,49.99,23.7
CAM520PRO3,3.8,26.4,51.8,28.4
CALB-DESK-CABLE-TRAY,2.6,12.5,76,6
CAA002BT2MWH,0.12,3.05,12.16,15.88
C9722A,1.9,14.7,39,24.7
80S04AA,,5.6,18.5,20.7
805T2AA#BCM,0.58,17.3,44.1,3.2
80354-01,0.3,21,19,5.5
8002174-KTO,4.39,2.73,2.48,1.87
8002174,3.62,25.8,19.5,29.6
7ZU87A#B19,45.2,60,75.5,65
7ZU81A,31.3,50,60,59.8
7S4M7AA,0.25,5.6,18.5,20.7
7PS98A#B19,78.4,76,85.6,151
7N7C0AA#ABU,0.88,16.27,42.6,2.95
7N7C0AA#ABB,0.88,16.27,42.6,2.95
7N7B9AA#ABU,0.85,16.27,42.6,2.95
7MD66F#B19,4.8,19.8,37.8,22.2
7M1D5AA,0.09,4.6,10.8,12.7
7M1D3AA#ABB,0.09,5,8,12
7M1D3AA,0.09,5,8,12
7KX12AA#ABB,0.14,13.9,19.8,5.3
7KX12AA,0.14,13.9,19.8,5.3
7KW56A,19.5,39.8,49.7,46.6
7K0E2AA,0.64,16.5,30.5,43
7J087AA-16GB,,48.3,6.9,30.5
7J087AA#ABU,,48.3,6.9,30.5
7HC43AA#ABB,0.65,11.8,22.3,25.5
7DF07EA#ABU,,44.9,6.9,30.5
7DB37AA,1.2,6.8,18,27.5
78C2XYE,0.26,10.2,14.1,7.2
78C2XME,0.26,10.2,14.1,7.2
78C20CE,0.2,10.2,14.1,7.2
78C0U40,1.89,19.6,49.8,22.3
78C0U30,2,19.6,49.8,22.3
783R4AA,0.17,3.2,19,17.5
783R2AA,0.18,5.5,19,17.5
780H4E9#ABB,10.4,16,69.9,44.6
780H4E9,10.4,16,69.9,44.6
780H4AA#ABB,10.4,16,69.9,44.6
780H4AA,10.4,16,69.9,44.6
780D9E9,9.33,16.4,59.5,40.7
77Z32AA,0.62,15.8,21,18.8
77Z00AA,0.64,18.8,21,11.5
77Y98AA,0.32,5.5,18.6,21
77Y97AA,0.32,16.2,18.6,21
77Y90AA,0.71,17.6,21,19
77Y89AA,0.71,19,21,11.5
77Y88AA,0.71,17.6,21,19
77Y87AA,0.71,19,21,11.5
77L20Y0,0.83,14,58.5,15
77L20M0,0.83,14,58.5,15
77L20K0,0.83,14,58.5,15
77B10AA#ABB,0.19,6.7,10.2,11.2
76U46AA,0.71,17.6,21,19
76C0HK0,0.83,49,8,8
76C00M0,0.53,49,8,8
762U0AA,4.19,35,48.2,11.5
75UT91006LA.AEK,52.4,22.8,182,120.5
75UT80006LA.AEK,40.7,20,182,111.5
75UR762H3,40.3,20,182,111.5
75M2XY0,0.43,18.53,11.7,9.05
75M2XK0,0.55,18.53,11.7,9.05
75M2HY0,0.39,18.52,11.7,9.05
75M2HM0,0.39,18.53,11.7,9.05
75M2HK0,0.48,18.53,11.7,9.05
75M20Y0,0.3,18.53,11.7,9.05
75M20M0,0.3,18.53,11.7,9.05
75M20K0,0.32,18.53,11.7,9.05
75M20C0,0.31,18.53,11.7,9.05
75M0H30,0.39,19,12,9
75C855K,45.7,18.7,184.8,112.1
7507220,53,,,
7507200,42,,,
7507120,31,,,
7507110,27,,,
7507100,24,,,
7507030,30,,,
7507010,20.9,,,
7507000,17.8,,,
74C0Z50,5.78,,,
72K2XME,1.38,17.7,49.8,18.6
72K20M0,1.17,17.7,49.8,18.6
72K0Q00,7.6,,,
72K0P00,2.08,,,
72K0DV0,6.5,,,
71B0H30,0.24,10.2,14.1,7.2
714P1B#687,8.33,22.2,47.3,40.9
70C0Z10,4.12,,,
70457,0.08,10.5,13.3,2.4
6Y7L2AA#ABB,0.26,10.6,12.4,6.3
6Y7L1AA,0.26,10.6,12.4,6.3
6U4S2EA#ABU,8.4,28.7,40,49.9
6QN38A#B19,148.5,79,76,133.9
6QN35A#B19,,79.8,59.8,68
6QN33A#B19,34.3,59.8,49.8,65.2
6QN29A#B19,,75.8,59.8,65.2
6QN28A#B19,34.3,59.8,49.8,65.2
6PA50A4#ABU,11,26.9,64.6,43.8
6N6E9E9#ABB,7.6,14,62.1,40
6N6E9A5#ABB,7.6,14,62.1,40
6N6E6AT,8.37,14,62.1,40
6N6E6AA#ABU,8.37,14,62.1,40
6N6E6AA#ABB,8.37,14,62.1,40
6N4F1AA#ABB,8.42,14,62.1,40
6N4F1A5#ABB,8.42,14,62.1,40
6N4F1A5,8.42,14,62.1,40
6N4E8AA#ABB,6.8,14,57.1,36.3
6N4E2AA#ABB,10.9,16,69.9,44.6
6N4D6AA#ABB,11.8,52.7,82,16.1
6N4C4AA#ABU,10.1,44.6,69.9,16
6N4C4AA#ABB,10.1,44.6,69.9,16
6N4C1E9#ABB,22.5,28,126.7,48.5
6N4C1AT,22.5,28,126.7,48.5
6N4C1AA#ABU,22.5,28,126.7,48.5
6H2D9AA,0.51,16,29,42
6H2D8AA,0.9,17,32,44
6H1A5AA#ABB,,11.5,18.5,11.7
6GX01F,12.4,37.9,49.7,40.9
6GX00F#B19,12.4,37.9,49.7,40.9
6G843AA#ABB,0.14,6,18.75,4.3
6G4E6AA,0.18,12.5,4.6,10.6
6FW08A#B19,4.2,24.8,39.7,24.2
6FW07A#B19,4.2,24.8,39.7,24.2
6FW06A,4.2,24.8,39.7,24.2
6E6F0AA#ABB,0.26,15,10.5,5.58
6B244EA#ABU,12.7,24,66,46.2
692S9AA#ABB,0.6,15.5,4,32.5
67C6GAC2UK,9.5,16.2,78.9,46.3
678U8AA#ABB,11.3,22,69.2,46.9
671R3UT#ABB,0.5,7.5,9.7,23.7
671R3AA#ABB,0.5,7.5,9.7,23.7
66S2X00,0,31.5,14,14
66S2H00,1.05,31.5,12,14
66S2000,0.64,31.5,12,14
66S0Z00,1.86,40,14,33
66FDGAC2EU,9.9,15.1,84.4,51.2
66B7RAC1UK,8.84,13.9,69.5,42.3
6699-839-409,,17.6,5.1,20.6
6699-833-499,,18.5,9.6,21.2
6699-833-399,,18.5,9.6,21.2
6699-833-309,,17.6,5.1,20.6
6693-839-409,,17.6,5.1,20.6
6693-833-499,,18.5,9.6,21.2
6693-833-399,,18.5,9.6,21.2
6693-833-309,,17.6,5.1,20.6
65UT80006LA.AEK,27.7,17.2,160,97
65UM662H4LC.AEK,27.5,17.2,160,97
65UH7N-E.AEK,30.4,17.2,160,97
65RC650K,21.3,15.2,165,99.2
65QNED91T6A.AEK,43.2,20,160,107
65NANO81T6A.AEK,29,17.2,160,97
65F8GAC1EU,10.5,87,60,20.3
65C855K,32.8,1.7,164.2,99
64X69AA#ABB,7.64,13.7,68.5,42.5
64X66AA#ABB,5.94,12.4,59.5,39.1
64W41AA#ABB,8.03,14.1,68.5,42.5
64V81AA#ABB,4.3,12.1,56.7,38.7
64G0H00,0.7,49.8,7.6,8.6
63FDUAT6WL,1.9,7.6,38.4,27.7
63F4MAT1EU,8.4,16,73,42.2
63ECGAT2UK,6.7,12.6,62.1,38.5
63ECGAR2UK,6.7,12.6,62.1,38.5
63E5GAT2UK,14.6,16.3,90.8,51.8
63E4GAT2UK,12,16.3,70.6,50.4
63D7UAT3EU,8.6,17.8,59,42.2
63D4GAT1EU,14.8,18.7,107,52.5
63D3GAT1UK,14,52.5,95,14.8
63D2GAT1EU,14,52.5,95,14.8
63CFMATXUK,7.8,42.2,59.2,15.2
63B4GAT6EU,8.3,16,62,42
63B3GAT6EU,8.6,16,62,42
63B31AA,0.18,19.5,5,26
63AAUAT6WL,1.8,7.6,38.4,27.7
63A5GAT6EU,8.9,48,60.4,16.1
63A3GAT1EU,10.1,52.5,69,14.8
62X64EA#ABU,,6.9,55.2,34.5
62X62EA#ABU,,6.9,55.2,34.5
62W28EA#ABU,,6.9,55.2,34.5
62CAUAT1WL,1.69,7.59,40.79,27.99
62B6MAT3EU,5.7,14.5,63.8,39.7
62B1GAT2EU,9.75,69.4,48,16.3
62A9GAT1EU,10.6,15.9,86,51.5
628661,0.22,36,26.5,0.5
6263C005,2.2,45,40,25
623X6ET#ABU,12.7,24,66,46.2
623X5ET#ABU,12.7,24,66,46.2
623X3ET#ABU,12.7,24,66,46.2
623W6ET#ABU,3.4,23.5,49.8,13.2
623D2ET#ABU,2.95,23.5,49.8,13.2
622X9ET#ABU,2.95,13.2,49.8,23.5
61S9120000AF,4.99,24.5,29.2,30.3
61S9120000AD,4.99,24.5,29.2,30.3
61S9010000AC,4.4,26.3,48.5,28
61S3320000AH,4.9,24.5,29.2,30.3
61S3320000AC,4.99,24.5,29.2,30.3
61E9GAT6EU,9.55,18.2,72.2,46.3
60U3300000AD,0.15,9.3,26.95,28.6
60U3300000AC,0.86,17.1,25.9,25.9
60U3300000AB,0.86,17.1,25.9,25.9
60U0100000AC,5.93,46.4,34.6,22.8
60U0100000AB,4.61,27.9,27,36.5
600Q8UT#ABU,0.53,5.33,7.5,2.2
60006086,41.7,28,173.6,103.3
60006085,29.4,25,143,92
60006084,24.1,22.4,129.8,86
60006083,19.6,20.3,112,70
60006041,4,12.4,68.5,42
60005288,9.8,16,87,52.7
60005141,23,20.3,112,70
60005067,65.1,22.5,209,122.5
60005064,51.5,22.5,183,107
60005058,37.7,25,143,92
99M27ET#ABU,7.72,49.9,39.9,22.8
99M26ET#ABU,7.72,49.9,39.9,22.8
99M25ET#ABU,7.72,49.9,39.9,22.8
99M24ET#ABU,7.72,49.9,39.9,22.8
99A25ET#ABU,12.5,18.6,62.8,67.5
99A24ET#ABU,12.5,18.6,62.8,67.5
99A18ET#ABU,12.5,18.6,62.8,67.5
997S0ET#ABU,3.4,23.5,49.8,13.2
996W9ET#ABU,4.8,17,49.9,29.8
996V5ET#ABU,,29.5,51.8,49
993-001952,0.68,22.5,15.3,6.3
993-001940,0.1,21.4,1.2,20.7
993-001904,0.52,18,12,6.6
993-001899,0.23,5,20.3,20.6
993-001131,0.17,21,21,3
993-001040,0.04,18.7,10.5,1.59
98P745K,88,24.5,238.4,143
98C855K,89.8,23.9,238,142.5
98C805K,58,32,239.5,155.5
98C655K,,24.2,238,143.3
981-001430,,6.2,16.3,17.4
981-001427,,6.2,16.3,17.4
981-001219,0.47,19.6,8.7,22
981-001199,0.48,19.6,8.7,22
981-001050,0.38,17.9,8.2,17.8
981-001013,0.13,13.4,9.5,3.5
981-001009,0.13,13.4,9.5,3.5
981-000907,0.87,23.2,10.65,24.25
981-000859,0.46,23.2,18.5,8.1
981-000818,0.86,23.2,10.65,24.25
980-001348,4,34,21,27.1
980-000815,0.75,20,9,16.1
980-000814,0.75,20,9,16.1
96X26ET#ABU,,44.9,6.9,30.5
9659-583-117,,14.7,19,9.3
9659-583-111,,14.7,19,9.3
9659-553-117,,14.7,19,9.5
9659-475-111,,10.4,23.6,17.25
9659-470-111,,17.35,20.4,4.5
9659-450-111,,17.35,20.4,4.5
9659-430-111,,17.35,20.4,4.5
9659-415-111,,10.4,23.6,17.25
9659-410-111,,17.35,20.4,4.5
9656-583-111,,14.7,19,9.3
9655-553-117,,19,14.5,9.5
9655-475-111,,17.7,10.15,23.4
9655-455-111,,17.7,10.15,23.4
9653-553-117,,14.7,19,9.5
9653-475-111,,10.4,23.6,17.25
9653-470-111,,17.35,20.3,6.3
9653-455-111,,10.4,23.6,17.25
9653-450-111,,17.35,20.3,6.3
9653-435-111,,10.4,23.6,17.25
9653-430-111,,17.35,20.3,6.3
961-000490,0.52,14.7,8.4,17.9
960-001746,0.3,14,7.2,11.14
960-001718,0.3,14,7.2,11.14
960-001469,0.13,11.4,7.6,6
960-001459,0.18,13,5.3,8.4
960-001448,0.13,11.6,7.3,8.65
960-001436,0.13,11.6,7.3,8.65
960-001361,0.24,14.5,7.7,5.4
9577294,4.1,113.1,43.1,35.9
956-000052,0.39,6.6,6.6,31
952-000126,0.3,23.5,14.4,5.8
952-000116,0.18,11.77,10.08,8.32
952-000102,0.21,12.25,10.72,4.14
952-000094,2.17,34.6,24.7,9.3
952-000091,2.17,34.6,24.7,9.3
952-000085,1.5,34.6,24.7,9.3
952-000080,0.54,16.2,14.8,14
952-000002,0.28,15.1,15.1,6.1
949598497,11.8,60,67.8,11.8
949598495,12.6,,,
949597820,12.7,60,86.8,11.8
949597819,11.8,60,67.8,11.8
945-000003,2.26,36.6,25.3,22.8
944066949,42.9,67,63.5,55.5
943-000799,0.51,7.6,7.6,41.4
943-000792,0.37,34.3,31.8,0.5
943-000785,0.13,5,5,29
942051554,29.8,,,
942022780,5.1,22,60,35
941-000196,12.7,62.5,34.7,27
940-000142,0.41,16.8,7.9,20
93Z28AA#ABB,0.07,16.8,7.6,3
937Y4EA#ABU,3.4,23.5,49.8,13.2
937Y3EA#ABU,3.4,23.5,49.8,13.2
937U5EA#ABU,12.7,24,66,46.2
937U4EA#ABU,12.7,24,66,46.2
935-PD32W,,17.5,13.5,11
935-K210,4.3,45.5,31,25.5
926L4EA#ABU,2.29,52,6.9,30.5
923421339,71,72.8,66.4,191.6
920Q0AA,0.3,21,19,5.5
920-012504,,6.2,45,14.7
920-012490,1.11,14.7,45,6.2
920-012483,1.11,14.7,45,6.2
920-012283,0.99,3.8,38.8,23.8
920-012077,0.74,15.4,52.3,4.5
920-012066,0.74,15.4,52.3,4.5
920-011021,1.08,53.1,20.5,4.7
920-011010,1.08,53.1,20.5,4.7
920-010999,1.08,53.1,20.5,4.7
920-010996,1.08,53.1,20.5,4.7
920-010994,1.08,53.1,20.5,4.7
920-010945,0.95,46.8,20.5,3.2
920-010918,0.95,46.8,20.5,3.2
920-010917,0.95,46.8,20.5,3.2
920-010913,0.95,46.8,20.5,3.2
920-010780,0.83,33.6,14.9,5.4
920-010599,0.69,31.5,14,3.8
920-010479,0.7,31.5,14,3.8
920-010420,1.55,41.8,6.9,17.4
920-010244,1.09,45.05,14.75,3.95
920-010211,1.08,24.75,2.85,29.5
920-010059,0.39,14.8,24.75,2.4
920-009503,1.33,38.8,17.5,4.6
920-009200,0.86,45.5,15,3.5
920-009192,0.86,45.5,15,3.5
920-008892,1.25,53,4.8,20
920-006483,0.96,53.1,19.3,4.5
920-004534,0.74,51,15.8,4.6
920-003158,0.6,45.4,5.08,12.38
920-002547,0.86,52.5,16.3,4.9
920-002542,0.86,52.5,16.3,4.9
920-002522,0.66,16.3,2.92,47.4
920-002485,0.76,46.83,2.86,18.42
914915260,76,71,64,90
911539278,34,68,63.5,86.4
910-007260,0.39,7.9,11.01,14.3
910-007182,,4.4,6.36,11
910-006958,0.16,,,
910-006582,0.32,5.8,13.85,17.35
910-006571,0.33,13.85,5.8,17.35
910-006560,0.33,14,5.9,17.5
910-006559,0.33,14,5.9,17.5
910-006495,0.2,8.55,7.65,11.75
910-006494,0.2,8.55,7.65,11.75
910-006475,0.22,8.75,7.7,14.7
910-006474,0.21,8.75,7.7,14.7
910-006473,0.21,8.75,7.7,14.7
910-006255,0.15,12.55,8.6,19.1
910-006253,0.15,12.8,8.4,18.6
910-006239,0.16,12.4,8.9,18.2
910-006238,0.16,12.6,8.9,18.4
910-006236,0.16,12.8,8.5,18.5
910-006211,0.2,11.2,4,15.2
910-006138,0.17,10.2,4.9,15.3
910-005843,0.12,9.05,3.65,24.8
910-005824,0.16,10.2,4.6,15.5
910-005823,0.16,10.2,4.6,15.5
910-005282,0.19,10.2,4.6,15.5
910-005272,0.37,11.5,6.8,17.2
90YV0M80-M0NA00,2.54,22.6,42,12.6
90YV0M31-M0NA00,3.01,26.6,42.59,9.9
90YV0LD0-M0NA00,1.16,21.7,36.4,6.6
90YV0JCB-M0NA00,1.08,22.05,36.8,6.8
90YV0JC7-M0NA00,1.08,,,
90YV0ALA-M0NA00,0.48,16.3,22.8,5
90YH044B-BHUA00,0.51,11.1,18.3,23.6
90YH0350-B2UA00,,15.5,13.9,4.3
90YE00W2-B0NA00,2.8,20,32,10.8
90YE00W1-B0NA00,3.62,20,32,10.8
90YE00U1-B0NA00,2.88,20.8,34.6,14.4
90YE00S2-B0NA00,3.07,20,31,10.8
90XB0430-BKM3P0,,22,48.5,3.7
90RC0120-M0UAY0,3.32,18.25,46.2,202.5
90RC0111-B0EAY0,1.45,23.2,30.61,14.65
90RC0101-B0EAY0,2.11,21,44.8,13.7
90RC00Z1-B0EAY0,2.05,24,49,14.8
