sku,product_type,weight,additional_attributes
40AAPF02-BFV,simple,1.9,"ts_dimensions_height=26.5,ts_dimensions_length=9,ts_dimensions_width=25.9"
61PF01P000AB,simple,7.9,"ts_dimensions_height=31.6,ts_dimensions_length=29.4,ts_dimensions_width=45.8"
17Z90R-K.AD78A1,simple,2.5,"ts_dimensions_height=6,ts_dimensions_length=30.7,ts_dimensions_width=49.9"
90GC00W0-BGP000,simple,0.79,"ts_dimensions_height=16.3,ts_dimensions_length=8.6,ts_dimensions_width=19.4"
16Z90R-K.AD78A1,simple,2.2,"ts_dimensions_height=6,ts_dimensions_length=29,ts_dimensions_width=47.5"
XO3QBK.DGBRLLK,simple,4.1,"ts_dimensions_height=39.4,ts_dimensions_length=22,ts_dimensions_width=21.4"
16T90R-K.AA78A1,simple,2.58,"ts_dimensions_height=6.7,ts_dimensions_length=31,ts_dimensions_width=49"
16Z90R-K.AA78A1,simple,2.2,"ts_dimensions_height=6,ts_dimensions_length=29,ts_dimensions_width=47.5"
816S2EA#ABU,simple,,"ts_dimensions_height=30.5,ts_dimensions_length=48.3,ts_dimensions_width=6.9"
HYDRA2B,simple,5.91,""
23669-PRIVACY-SCREEN,simple,0.38,"ts_dimensions_height=0.2,ts_dimensions_length=34,ts_dimensions_width=56"
135S-PRIVACY-SCREEN,simple,0.17,"ts_dimensions_height=0.2,ts_dimensions_length=24.5,ts_dimensions_width=38.5"
1754-PRIVACY-SCREEN,simple,0.28,"ts_dimensions_height=0.2,ts_dimensions_length=34,ts_dimensions_width=56"
32GR93U-B.AEK,simple,11.6,"ts_dimensions_height=16.8,ts_dimensions_length=53.1,ts_dimensions_width=96.9"
2869-PRIVACY-SCREEN,simple,0.5,"ts_dimensions_height=0.2,ts_dimensions_length=42.5,ts_dimensions_width=74"
19569-PRIVACY-SCREEN,simple,0.32,"ts_dimensions_height=0.2,ts_dimensions_length=34,ts_dimensions_width=56"
1954-PRIVACY-SCREEN,simple,0.34,"ts_dimensions_height=0.2,ts_dimensions_length=34,ts_dimensions_width=56"
27GR93U-B.AEK,simple,8.8,"ts_dimensions_height=18.4,ts_dimensions_length=49.8,ts_dimensions_width=69.1"
27GR75Q-B.AEK,simple,8.55,"ts_dimensions_height=51.3,ts_dimensions_length=18.5,ts_dimensions_width=69.1"
LS49CG934SUXXU,simple,18.1,"ts_dimensions_height=24,ts_dimensions_length=47.4,ts_dimensions_width=135.2"
6N6F2E9#ABB,simple,11,"ts_dimensions_height=44.6,ts_dimensions_length=16,ts_dimensions_width=69.9"
BH71,simple,,"ts_dimensions_height=14.5,ts_dimensions_length=32.3,ts_dimensions_width=46"
VG249Q3A,simple,5.5,"ts_dimensions_height=40.5,ts_dimensions_length=16.8,ts_dimensions_width=60"
VY229HE,simple,4.31,"ts_dimensions_height=41.2,ts_dimensions_length=13.3,ts_dimensions_width=56.5"
VG27AQ3A,simple,7.2,"ts_dimensions_height=47.5,ts_dimensions_length=16,ts_dimensions_width=68.6"
VG279Q3A,simple,6.9,"ts_dimensions_height=45,ts_dimensions_length=17.1,ts_dimensions_width=68"
14M21-PRIVACY-SCREEN,simple,0.17,"ts_dimensions_height=0.2,ts_dimensions_length=24.5,ts_dimensions_width=38.5"
16M21-PRIVACY-SCREEN,simple,0.19,"ts_dimensions_height=0.2,ts_dimensions_length=24.5,ts_dimensions_width=38.5"
12N9GAT1UK,simple,8.1,"ts_dimensions_height=42.2,ts_dimensions_length=17.6,ts_dimensions_width=56.8"
STHA20000800,simple,1.6,"ts_dimensions_height=12,ts_dimensions_length=24,ts_dimensions_width=18"
7MD72F#B19,simple,6.9,"ts_dimensions_height=30.6,ts_dimensions_length=24.8,ts_dimensions_width=39.8"
006R04519,simple,0.6,"ts_dimensions_height=12.5,ts_dimensions_length=36,ts_dimensions_width=17"
006R04518,simple,0.6,"ts_dimensions_height=8.5,ts_dimensions_length=34.5,ts_dimensions_width=11.5"
497N07995,simple,5.19,"ts_dimensions_height=47.75,ts_dimensions_length=50.8,ts_dimensions_width=21.84"
55VM5J-H,simple,31,"ts_dimensions_height=85.5,ts_dimensions_length=26.3,ts_dimensions_width=135.3"
55VH7J-H,simple,31,"ts_dimensions_height=85.5,ts_dimensions_length=26.3,ts_dimensions_width=135.3"
134-32,simple,0.16,"ts_dimensions_height=19,ts_dimensions_length=2,ts_dimensions_width=12"
006R04610,simple,0.83,"ts_dimensions_height=8,ts_dimensions_length=24,ts_dimensions_width=14"
IFP9850-4,simple,0.13,"ts_dimensions_height=148.3,ts_dimensions_length=34.6,ts_dimensions_width=243.5"
RDS02E1,simple,,"ts_dimensions_height=14.2,ts_dimensions_length=41.5,ts_dimensions_width=31.5"
ZP500NM3A002,simple,0.06,"ts_dimensions_height=2.4,ts_dimensions_length=15.5,ts_dimensions_width=10.9"
006R04499,simple,0.4,"ts_dimensions_height=8.5,ts_dimensions_length=34.5,ts_dimensions_width=11"
STKW8000400,simple,1.64,"ts_dimensions_height=23.3,ts_dimensions_length=8,ts_dimensions_width=23.6"
55UL3J,simple,18.8,"ts_dimensions_height=81,ts_dimensions_length=16.2,ts_dimensions_width=136"
STHZ4000800,simple,0.2,"ts_dimensions_height=3.65,ts_dimensions_length=14.5,ts_dimensions_width=8.95"
STKX2000400,simple,0.27,"ts_dimensions_height=2.15,ts_dimensions_length=12.25,ts_dimensions_width=8.1"
STHR4000800,simple,0.2,"ts_dimensions_height=3.65,ts_dimensions_length=14.5,ts_dimensions_width=8.95"
50UR640S,simple,14.6,"ts_dimensions_height=77.5,ts_dimensions_length=15.2,ts_dimensions_width=121.5"
DN-81212,simple,0.04,"ts_dimensions_height=3.2,ts_dimensions_length=9.3,ts_dimensions_width=11.7"
DCPJ1200WZU1,simple,6.8,"ts_dimensions_height=46.5,ts_dimensions_length=50.5,ts_dimensions_width=22"
TS-832PXU-4G/64TB-TEE,simple,15.2,""
HDWG480UZSVA,simple,0.92,"ts_dimensions_length=6,ts_dimensions_width=13.6"
86UL3J-B,simple,,"ts_dimensions_height=121.5,ts_dimensions_length=22.8,ts_dimensions_width=211.5"
65UL3J-E,simple,27.5,"ts_dimensions_height=97,ts_dimensions_length=17.2,ts_dimensions_width=160"
136-38,simple,0.06,"ts_dimensions_height=16.2,ts_dimensions_length=2.3,ts_dimensions_width=8.2"
B310SP3,simple,0.5,"ts_dimensions_height=1,ts_dimensions_length=23,ts_dimensions_width=16.5"
097S04847,simple,11.1,"ts_dimensions_height=40.59,ts_dimensions_length=64.59,ts_dimensions_width=61.8"
201F5AA,simple,0.26,"ts_dimensions_height=3.9,ts_dimensions_length=25,ts_dimensions_width=22"
43UR640S,simple,11,"ts_dimensions_height=66,ts_dimensions_length=14.2,ts_dimensions_width=105.5"
DN-81021,simple,0.04,"ts_dimensions_length=9.3,ts_dimensions_width=11.7"
STKN2000400,simple,0.24,"ts_dimensions_height=3.2,ts_dimensions_length=14.6,ts_dimensions_width=10.5"
STKN1000400,simple,0.24,"ts_dimensions_height=3.2,ts_dimensions_length=14.6,ts_dimensions_width=10.5"
FW-75BZ30J,simple,49,"ts_dimensions_height=111,ts_dimensions_length=18.9,ts_dimensions_width=181.2"
FW-50BZ35J,simple,19,"ts_dimensions_height=78.6,ts_dimensions_length=14.3,ts_dimensions_width=122.8"
FW-43BZ30J,simple,14,"ts_dimensions_height=14.3,ts_dimensions_length=69.9,ts_dimensions_width=107.2"
VB-STND-001-2C,simple,43.5,"ts_dimensions_height=77,ts_dimensions_length=16.5,ts_dimensions_width=155"
STKS2000400,simple,0.14,"ts_dimensions_height=3.25,ts_dimensions_length=14.51,ts_dimensions_width=10.45"
49XS4J,simple,25.3,""
55XS4J,simple,31.2,""
SU346A,simple,1.22,"ts_dimensions_height=17.2,ts_dimensions_length=16.1,ts_dimensions_width=38.9"
6FW08A,simple,4.2,"ts_dimensions_height=24.2,ts_dimensions_length=24.8,ts_dimensions_width=39.7"
406L8AA,simple,0.2,"ts_dimensions_height=1,ts_dimensions_length=12,ts_dimensions_width=8.5"
406L7AA,simple,0.2,"ts_dimensions_height=1,ts_dimensions_length=12,ts_dimensions_width=8.5"
C13S051061,simple,2.95,"ts_dimensions_height=19,ts_dimensions_length=49,ts_dimensions_width=31"
60005047,simple,,"ts_dimensions_height=70,ts_dimensions_length=20.3,ts_dimensions_width=112"
60005050,simple,,"ts_dimensions_height=86,ts_dimensions_length=20.3,ts_dimensions_width=129.8"
60005061,simple,49.3,"ts_dimensions_height=103.3,ts_dimensions_length=28,ts_dimensions_width=173.6"
60005055,simple,36.5,"ts_dimensions_height=92,ts_dimensions_length=25,ts_dimensions_width=143"
60005046,simple,23,"ts_dimensions_height=70,ts_dimensions_length=20.3,ts_dimensions_width=112"
60005051,simple,28.7,"ts_dimensions_height=86,ts_dimensions_length=22.4,ts_dimensions_width=129.8"
E659793,simple,14.3,"ts_dimensions_height=32.2,ts_dimensions_length=56,ts_dimensions_width=76.4"
EP5542,simple,74.7,"ts_dimensions_height=203.4,ts_dimensions_length=60.9,ts_dimensions_width=97"
78C0D30,simple,1.05,"ts_dimensions_height=14.9,ts_dimensions_length=16.9,ts_dimensions_width=49.5"
60005053,simple,24.1,"ts_dimensions_height=86,ts_dimensions_length=22.4,ts_dimensions_width=129.8"
60005048,simple,19.6,"ts_dimensions_height=70,ts_dimensions_length=20.3,ts_dimensions_width=112"
60005062,simple,41.7,"ts_dimensions_height=103.3,ts_dimensions_length=28,ts_dimensions_width=173.6"
LH55VHTEBGBXEN,simple,27.6,"ts_dimensions_height=84.4,ts_dimensions_length=25.7,ts_dimensions_width=139.8"
TS-832PX-4G/48TB-EXOS,simple,8.61,""
TS-832PX-4G/32TB-TOSH,simple,8.61,""
J8A04A,simple,36,"ts_dimensions_height=57.8,ts_dimensions_length=59.6,ts_dimensions_width=65.3"
7PS84A,simple,27.3,"ts_dimensions_height=53.9,ts_dimensions_length=49.7,ts_dimensions_width=59.7"
302G193043,simple,1.5,""
Q2015A,simple,0.11,"ts_dimensions_height=28.45,ts_dimensions_length=22.61,ts_dimensions_width=5.1"
CE711A,simple,43,"ts_dimensions_height=47.8,ts_dimensions_length=70.2,ts_dimensions_width=71.8"
STHS10000800,simple,3.3,"ts_dimensions_height=24,ts_dimensions_length=14.3,ts_dimensions_width=30.2"
B11B259401,simple,4.93,"ts_dimensions_height=32,ts_dimensions_length=37,ts_dimensions_width=27"
PTP910BTZ1,simple,1.64,"ts_dimensions_height=24.2,ts_dimensions_length=12.8,ts_dimensions_width=21.3"
B342000,simple,0.94,"ts_dimensions_height=16,ts_dimensions_length=37,ts_dimensions_width=17"
SDSDUN4-032G-GN6IN,simple,0.01,"ts_dimensions_height=15.2,ts_dimensions_length=0.49,ts_dimensions_width=10.1"
SDSDUN4-032G-GN6IM,simple,0.01,"ts_dimensions_height=15.2,ts_dimensions_length=0.49,ts_dimensions_width=10.1"
TS-431XEU-8G/64TB-TOSH,simple,5.78,""
TS-431XEU-2G/64TB-TOSH,simple,5.78,""
A500BLK,simple,0.27,"ts_dimensions_height=15.49,ts_dimensions_length=4.06,ts_dimensions_width=10.16"
C13T05G34020,simple,0.05,"ts_dimensions_height=14.2,ts_dimensions_length=9.8,ts_dimensions_width=3.2"
3ED69A,simple,0.07,"ts_dimensions_height=12.6,ts_dimensions_length=2.5,ts_dimensions_width=11.4"
3ED79A,simple,0.38,"ts_dimensions_height=12.6,ts_dimensions_length=4.62,ts_dimensions_width=11.9"
3ED68A,simple,0.07,"ts_dimensions_height=12.6,ts_dimensions_length=2.5,ts_dimensions_width=11.4"
3ED67A,simple,0.07,"ts_dimensions_height=12.6,ts_dimensions_length=2.5,ts_dimensions_width=11.4"
3ED58A,simple,0.62,"ts_dimensions_height=9.7,ts_dimensions_length=15.6,ts_dimensions_width=31.4"
EP5542T,simple,74.7,"ts_dimensions_height=203.4,ts_dimensions_length=60.9,ts_dimensions_width=97"
C11CJ56301A1,simple,112,"ts_dimensions_height=111.6,ts_dimensions_length=155,ts_dimensions_width=85"
C11CF66001A7,simple,79,"ts_dimensions_height=89.5,ts_dimensions_length=110,ts_dimensions_width=91.5"
C11CJ55301A1,simple,95,"ts_dimensions_height=111,ts_dimensions_length=124.9,ts_dimensions_width=85.5"
C11CF66001A6,simple,78,"ts_dimensions_height=100,ts_dimensions_length=100,ts_dimensions_width=91.5"
TL-SM321A-2,simple,0.06,"ts_dimensions_height=3.85,ts_dimensions_length=12.25,ts_dimensions_width=8.15"
DN-95109,simple,0.1,"ts_dimensions_length=6,ts_dimensions_width=11.6"
C13T00S44A10,simple,0.13,"ts_dimensions_height=5.6,ts_dimensions_length=17.8,ts_dimensions_width=5.8"
C13T00S24A10,simple,0.13,"ts_dimensions_height=5.6,ts_dimensions_length=17.8,ts_dimensions_width=5.8"
C13T00S14A10,simple,0.13,"ts_dimensions_height=5.6,ts_dimensions_length=17.8,ts_dimensions_width=5.8"
C13T00S34A10,simple,0.13,"ts_dimensions_height=5.6,ts_dimensions_length=17.8,ts_dimensions_width=5.8"
SDSQXAF-032G-GN6GN,simple,0.01,"ts_dimensions_height=15.24,ts_dimensions_length=0.66,ts_dimensions_width=10.16"
CDE5520,simple,23.9,"ts_dimensions_height=91,ts_dimensions_length=24.5,ts_dimensions_width=142"
1TJ12A#BHC,simple,7.25,"ts_dimensions_height=48,ts_dimensions_length=19.8,ts_dimensions_width=49.5"
20N2XC0,simple,0.97,"ts_dimensions_height=12.5,ts_dimensions_length=40,ts_dimensions_width=12.5"
40N9473,simple,22.7,"ts_dimensions_height=51.9,ts_dimensions_length=55.6,ts_dimensions_width=44"
40N9423,simple,19.1,"ts_dimensions_height=51.9,ts_dimensions_length=55.6,ts_dimensions_width=33.2"
29S0013,simple,10.5,"ts_dimensions_height=28,ts_dimensions_length=42,ts_dimensions_width=41"
29S0063,simple,10.5,"ts_dimensions_height=28,ts_dimensions_length=42,ts_dimensions_width=41"
29S0163,simple,14.7,"ts_dimensions_height=38.5,ts_dimensions_length=46.5,ts_dimensions_width=42"
29S0213,simple,14.7,"ts_dimensions_height=38.5,ts_dimensions_length=46.5,ts_dimensions_width=42"
29S0160,simple,1.47,"ts_dimensions_height=38.5,ts_dimensions_length=46.5,ts_dimensions_width=42"
C33S045739,simple,8.71,"ts_dimensions_height=25.1,ts_dimensions_length=32.4,ts_dimensions_width=32"
7PS86A#B19,simple,27.3,"ts_dimensions_height=53.9,ts_dimensions_length=49.7,ts_dimensions_width=59.7"
7PS84A#B19,simple,27.3,"ts_dimensions_height=53.9,ts_dimensions_length=49.7,ts_dimensions_width=59.7"
SDCG3/512GBSP,simple,0.01,"ts_dimensions_height=11.43,ts_dimensions_length=0.56,ts_dimensions_width=10.16"
SDCG3/512GB,simple,0.01,"ts_dimensions_height=11.43,ts_dimensions_length=0.56,ts_dimensions_width=10.16"
SDCG3/256GBSP,simple,0.01,"ts_dimensions_height=11.43,ts_dimensions_length=0.56,ts_dimensions_width=10.16"
40N9173,simple,22.7,"ts_dimensions_height=51.9,ts_dimensions_length=55.6,ts_dimensions_width=44"
ZIPRT3015298,simple,2.91,""
W1144A,simple,2.2,"ts_dimensions_height=19.1,ts_dimensions_length=29.59,ts_dimensions_width=38.71"
6ZA18AE,simple,0.06,"ts_dimensions_height=10.09,ts_dimensions_length=3.65,ts_dimensions_width=11.63"
6ZA17AE,simple,0.05,"ts_dimensions_height=10.09,ts_dimensions_length=3.65,ts_dimensions_width=11.63"
6ZA11AE,simple,0.05,"ts_dimensions_height=11.5,ts_dimensions_length=3.7,ts_dimensions_width=11.3"
5280,simple,9.1,"ts_dimensions_height=9,ts_dimensions_length=108,ts_dimensions_width=57"
DS640TJ1,simple,0.85,"ts_dimensions_height=7.6,ts_dimensions_length=16.2,ts_dimensions_width=37.7"
SDSQQVR-064G-GN6IA,simple,0.05,"ts_dimensions_height=6.9,ts_dimensions_length=8,ts_dimensions_width=4"
C13T06B140,simple,0.13,"ts_dimensions_height=5.8,ts_dimensions_length=17.5,ts_dimensions_width=5.9"
C13T06B440,simple,0.13,"ts_dimensions_height=5.8,ts_dimensions_length=17.5,ts_dimensions_width=5.9"
C13T06B240,simple,0.13,"ts_dimensions_height=5.8,ts_dimensions_length=17.5,ts_dimensions_width=5.9"
C13T06B340,simple,0.13,"ts_dimensions_height=5.8,ts_dimensions_length=17.5,ts_dimensions_width=5.9"
VFM-C6X4/V2,simple,9.1,"ts_dimensions_height=24.5,ts_dimensions_length=18,ts_dimensions_width=78"
DMC1342S,simple,6.62,"ts_dimensions_height=83.06,ts_dimensions_length=8.89,ts_dimensions_width=18.54"
CZ1005,simple,0.1,"ts_dimensions_height=12.1,ts_dimensions_length=9.2,ts_dimensions_width=11.3"
PTP710BTHZ1,simple,1.2,"ts_dimensions_height=21,ts_dimensions_length=9.8,ts_dimensions_width=19.8"
DN-81210,simple,0.04,"ts_dimensions_length=3,ts_dimensions_width=11.5"
7KW64A#B19,simple,17.4,"ts_dimensions_height=51,ts_dimensions_length=29.8,ts_dimensions_width=49.8"
SDCS2/512GBSP,simple,0.01,"ts_dimensions_height=11.43,ts_dimensions_length=10.16,ts_dimensions_width=0.56"
J9150D-ST,simple,0.05,"ts_dimensions_height=3.1,ts_dimensions_length=11.5,ts_dimensions_width=9"
T3U51A#B19,simple,59.5,"ts_dimensions_height=65.2,ts_dimensions_length=73.6,ts_dimensions_width=78.6"
DN-81000-04,simple,0.04,"ts_dimensions_length=3.1,ts_dimensions_width=11.8"
STHR1000800,simple,0.2,"ts_dimensions_height=3.65,ts_dimensions_length=14.5,ts_dimensions_width=8.95"
C12C934461,simple,,"ts_dimensions_height=11,ts_dimensions_length=8.5,ts_dimensions_width=5.5"
C3220Y0,simple,0.86,"ts_dimensions_height=12.5,ts_dimensions_length=40,ts_dimensions_width=12.5"
C3220C0,simple,0.86,"ts_dimensions_height=12.5,ts_dimensions_length=40,ts_dimensions_width=12.5"
C3220K0,simple,0.86,"ts_dimensions_height=12.5,ts_dimensions_length=40,ts_dimensions_width=12.5"
TS-431XEU-2G/56TB-TE,simple,5.78,""
TS-431XEU-2G/48TB-TE,simple,5.78,""
C13T03A94010,simple,,"ts_dimensions_height=15,ts_dimensions_length=37,ts_dimensions_width=17"
101R00664,simple,0.97,"ts_dimensions_height=26.67,ts_dimensions_length=9.4,ts_dimensions_width=34.29"
E797162,simple,12.4,"ts_dimensions_height=72.6,ts_dimensions_length=11.6,ts_dimensions_width=72.6"
SDCZ62-032G-G35,simple,0.01,"ts_dimensions_height=12.7,ts_dimensions_length=1.17,ts_dimensions_width=7.6"
SDCZ62-128G-G35,simple,0.01,"ts_dimensions_height=12.7,ts_dimensions_length=1.17,ts_dimensions_width=7.6"
SDCZ62-064G-G35,simple,0.01,"ts_dimensions_height=12.7,ts_dimensions_length=1.17,ts_dimensions_width=7.6"
115R00136,simple,1.46,"ts_dimensions_height=19,ts_dimensions_length=44.5,ts_dimensions_width=21"
W1120A,simple,1.56,"ts_dimensions_height=17.6,ts_dimensions_length=29.1,ts_dimensions_width=35.8"
W1Y45A#B19,simple,22.1,"ts_dimensions_height=58.3,ts_dimensions_length=37.9,ts_dimensions_width=49.7"
W1Y44A#B19,simple,22,"ts_dimensions_height=58.3,ts_dimensions_length=37.9,ts_dimensions_width=49.7"
W1A30A#B19,simple,15.5,"ts_dimensions_height=49,ts_dimensions_length=39.8,ts_dimensions_width=49.7"
2094492,simple,0.81,"ts_dimensions_height=9.7,ts_dimensions_length=20.3,ts_dimensions_width=22.2"
T3U44A#B19,simple,52.9,"ts_dimensions_height=55.8,ts_dimensions_length=73.6,ts_dimensions_width=78.6"
VFM-F10/WH,simple,26.4,"ts_dimensions_height=140,ts_dimensions_length=9,ts_dimensions_width=70"
E5K49A,simple,0.05,"ts_dimensions_height=2.54,ts_dimensions_length=13.34,ts_dimensions_width=17.78"
115R00143,simple,4.52,"ts_dimensions_height=20.5,ts_dimensions_length=59,ts_dimensions_width=22"
104R00256,simple,0.6,"ts_dimensions_height=11.4,ts_dimensions_length=53.9,ts_dimensions_width=12.6"
2091152,simple,0.84,"ts_dimensions_height=9.2,ts_dimensions_length=27.5,ts_dimensions_width=26.5"
HDWR21CUZSVA,simple,0.92,"ts_dimensions_height=18.9,ts_dimensions_length=6,ts_dimensions_width=13.6"
27X0823,simple,0.42,"ts_dimensions_height=16.5,ts_dimensions_length=30.5,ts_dimensions_width=20.3"
VFM-W10X6,simple,7.5,"ts_dimensions_height=23.5,ts_dimensions_length=4,ts_dimensions_width=108"
VFM-W8X6T,simple,7.5,"ts_dimensions_height=5.5,ts_dimensions_length=23.5,ts_dimensions_width=88"
VFM-W8X6,simple,6.8,"ts_dimensions_height=4,ts_dimensions_length=23.5,ts_dimensions_width=88"
VFM-W4X4T,simple,4,"ts_dimensions_height=5.5,ts_dimensions_length=23.5,ts_dimensions_width=48"
VFM-W4X4,simple,3.5,"ts_dimensions_height=4,ts_dimensions_length=23.5,ts_dimensions_width=48"
W1B47A,simple,0.12,"ts_dimensions_height=5.08,ts_dimensions_length=13.97,ts_dimensions_width=20.96"
C240X30,simple,0.24,"ts_dimensions_height=7.2,ts_dimensions_length=10.2,ts_dimensions_width=14.1"
C13T03M140,simple,0,"ts_dimensions_height=5.9,ts_dimensions_length=15.5,ts_dimensions_width=5.9"
497N05762,simple,0.2,"ts_dimensions_height=3.5,ts_dimensions_length=16,ts_dimensions_width=10"
78C2UYE,simple,1.89,"ts_dimensions_height=22.3,ts_dimensions_length=19.6,ts_dimensions_width=49.8"
B232000,simple,0.86,"ts_dimensions_height=18.1,ts_dimensions_length=39.9,ts_dimensions_width=13.7"
58D0ZA0,simple,2.5,"ts_dimensions_height=39.5,ts_dimensions_length=16,ts_dimensions_width=49.5"
78C0ZV0,simple,24.3,""
B282X00,simple,0.99,"ts_dimensions_height=18.1,ts_dimensions_length=39.9,ts_dimensions_width=13.7"
58D0Z00,simple,2.5,"ts_dimensions_height=39.5,ts_dimensions_length=16,ts_dimensions_width=49.5"
58D0Z0E,simple,2.5,"ts_dimensions_height=39.5,ts_dimensions_length=16,ts_dimensions_width=49.5"
3005461,simple,1.3,""
C13T00P240,simple,0.13,"ts_dimensions_height=5.6,ts_dimensions_length=17.8,ts_dimensions_width=5.8"
C13T00P440,simple,0.13,"ts_dimensions_height=5.6,ts_dimensions_length=17.8,ts_dimensions_width=5.8"
C13T00P140,simple,0.13,"ts_dimensions_height=5.6,ts_dimensions_length=17.8,ts_dimensions_width=5.8"
50G0125,simple,29.9,"ts_dimensions_height=56.5,ts_dimensions_length=65,ts_dimensions_width=55"
C13T16364511,simple,0.18,"ts_dimensions_height=2,ts_dimensions_length=32,ts_dimensions_width=19.5"
RM2-6772-000,simple,0.04,""
108R01492,simple,3.39,"ts_dimensions_height=20.83,ts_dimensions_length=46.74,ts_dimensions_width=51.82"
CQ890-67108,simple,0.22,"ts_dimensions_height=8.6,ts_dimensions_length=13.6,ts_dimensions_width=17.7"
P2V25A,simple,0.11,"ts_dimensions_height=13.2,ts_dimensions_length=14.3,ts_dimensions_width=2.8"
56F0ZA0,simple,1.93,"ts_dimensions_height=30,ts_dimensions_length=38.5,ts_dimensions_width=14"
C13T02V14020,simple,0.04,"ts_dimensions_height=14.5,ts_dimensions_length=2.6,ts_dimensions_width=10.2"
CE515A,simple,3.5,"ts_dimensions_height=23.5,ts_dimensions_length=24.7,ts_dimensions_width=59.6"
L0H22A,simple,0.32,"ts_dimensions_height=10.2,ts_dimensions_length=10,ts_dimensions_width=43.3"
006R03460,simple,0.74,"ts_dimensions_height=12,ts_dimensions_length=37,ts_dimensions_width=16"
C13T671600,simple,0,"ts_dimensions_height=7.3,ts_dimensions_length=18.3,ts_dimensions_width=8.1"
L0H21A,simple,6,"ts_dimensions_height=56.4,ts_dimensions_length=24.7,ts_dimensions_width=59.7"
DK11247,simple,,"ts_dimensions_height=15.5,ts_dimensions_length=52,ts_dimensions_width=41"
W6B55A#B19,simple,126,"ts_dimensions_height=71,ts_dimensions_length=77,ts_dimensions_width=195.5"
P2V27A,simple,0.11,"ts_dimensions_height=13.2,ts_dimensions_length=14.3,ts_dimensions_width=2.8"
SV140A,simple,1.14,"ts_dimensions_height=13.1,ts_dimensions_length=25.4,ts_dimensions_width=34.5"
5851-7202,simple,0.24,"ts_dimensions_height=3.9,ts_dimensions_length=16.5,ts_dimensions_width=24.1"
